Time(s),CH1(V)
-2.3972E-06,2.295531E-03
-2.3970E-06,1.940195E-02
-2.3968E-06,1.185186E-01
-2.3966E-06,2.624137E-01
-2.3964E-06,3.957432E-01
-2.3962E-06,4.712127E-01
-2.3960E-06,4.717158E-01
-2.3958E-06,4.113402E-01
-2.3956E-06,3.242987E-01
-2.3954E-06,2.432948E-01
-2.3952E-06,1.849317E-01
-2.3950E-06,1.441782E-01
-2.3948E-06,1.049341E-01
-2.3946E-06,5.009288E-02
-2.3944E-06,-2.638288E-02
-2.3942E-06,-1.174494E-01
-2.3940E-06,-2.095222E-01
-2.3938E-06,-2.844886E-01
-2.3936E-06,-3.307765E-01
-2.3934E-06,-3.433548E-01
-2.3932E-06,-3.212171E-01
-2.3930E-06,-2.678853E-01
-2.3928E-06,-1.883907E-01
-2.3926E-06,-9.028039E-02
-2.3924E-06,1.839569E-02
-2.3922E-06,1.235499E-01
-2.3920E-06,2.100882E-01
-2.3918E-06,2.624137E-01
-2.3916E-06,2.704638E-01
-2.3914E-06,2.337353E-01
-2.3912E-06,1.627940E-01
-2.3910E-06,7.877129E-02
-2.3908E-06,3.804921E-03
-2.3906E-06,-4.449556E-02
-2.3904E-06,-6.160198E-02
-2.3902E-06,-5.304877E-02
-2.3900E-06,-3.342670E-02
-2.3898E-06,-1.782967E-02
-2.3896E-06,-1.632028E-02
-2.3894E-06,-3.242044E-02
-2.3892E-06,-6.210511E-02
-2.3890E-06,-1.003430E-01
-2.3888E-06,-1.390840E-01
-2.3886E-06,-1.717875E-01
-2.3884E-06,-1.944283E-01
-2.3882E-06,-2.065034E-01
-2.3880E-06,-2.130441E-01
-2.3878E-06,-2.215973E-01
-2.3876E-06,-2.382006E-01
-2.3874E-06,-2.623509E-01
-2.3872E-06,-2.839855E-01
-2.3870E-06,-2.844886E-01
-2.3868E-06,-2.462507E-01
-2.3866E-06,-1.617249E-01
-2.3864E-06,-3.996739E-02
-2.3862E-06,9.537458E-02
-2.3860E-06,2.131070E-01
-2.3858E-06,2.880734E-01
-2.3856E-06,3.061861E-01
-2.3854E-06,2.699607E-01
-2.3852E-06,1.960006E-01
-2.3850E-06,1.094622E-01
-2.3848E-06,3.499898E-02
-2.3846E-06,-4.748289E-03
-2.3844E-06,1.792401E-03
-2.3842E-06,5.713670E-02
-2.3840E-06,1.497126E-01
-2.3838E-06,2.598981E-01
-2.3836E-06,3.620335E-01
-2.3834E-06,4.319686E-01
-2.3832E-06,4.525969E-01
-2.3830E-06,4.163716E-01
-2.3828E-06,3.263113E-01
-2.3826E-06,1.975100E-01
-2.3824E-06,5.411792E-02
-2.3822E-06,-7.619275E-02
-2.3820E-06,-1.712843E-01
-2.3818E-06,-2.200879E-01
-2.3816E-06,-2.296474E-01
-2.3814E-06,-2.205911E-01
-2.3812E-06,-2.185785E-01
-2.3810E-06,-2.392069E-01
-2.3808E-06,-2.789541E-01
-2.3806E-06,-3.176952E-01
-2.3804E-06,-3.277578E-01
-2.3802E-06,-2.865011E-01
-2.3800E-06,-1.909064E-01
-2.3798E-06,-5.707381E-02
-2.3796E-06,8.682138E-02
-2.3794E-06,2.100882E-01
-2.3792E-06,2.900859E-01
-2.3790E-06,3.172549E-01
-2.3788E-06,2.931047E-01
-2.3786E-06,2.297103E-01
-2.3784E-06,1.446813E-01
-2.3782E-06,5.713670E-02
-2.3780E-06,-1.430776E-02
-2.3778E-06,-5.908633E-02
-2.3776E-06,-7.367710E-02
-2.3774E-06,-6.613015E-02
-2.3772E-06,-4.852060E-02
-2.3770E-06,-3.443296E-02
-2.3768E-06,-3.191731E-02
-2.3766E-06,-4.348930E-02
-2.3764E-06,-6.663328E-02
-2.3762E-06,-9.631795E-02
-2.3760E-06,-1.275120E-01
-2.3758E-06,-1.571967E-01
-2.3756E-06,-1.823532E-01
-2.3754E-06,-2.034847E-01
-2.3752E-06,-2.215973E-01
-2.3750E-06,-2.412194E-01
-2.3748E-06,-2.633571E-01
-2.3746E-06,-2.829792E-01
-2.3744E-06,-2.859980E-01
-2.3742E-06,-2.527914E-01
-2.3740E-06,-1.677624E-01
-2.3738E-06,-3.091105E-02
-2.3736E-06,1.341156E-01
-2.3734E-06,2.850546E-01
-2.3732E-06,3.786368E-01
-2.3730E-06,3.876931E-01
-2.3728E-06,3.172549E-01
-2.3726E-06,2.025413E-01
-2.3724E-06,9.386519E-02
-2.3722E-06,3.348959E-02
-2.3720E-06,3.801776E-02
-2.3718E-06,9.436832E-02
-2.3716E-06,1.723535E-01
-2.3714E-06,2.407792E-01
-2.3712E-06,2.860609E-01
-2.3710E-06,3.112174E-01
-2.3708E-06,3.288269E-01
-2.3706E-06,3.474427E-01
-2.3704E-06,3.625366E-01
-2.3702E-06,3.544866E-01
-2.3700E-06,3.031673E-01
-2.3698E-06,1.990194E-01
-2.3696E-06,5.311166E-02
-2.3694E-06,-1.033618E-01
-2.3692E-06,-2.346787E-01
-2.3690E-06,-3.141733E-01
-2.3688E-06,-3.358079E-01
-2.3686E-06,-3.146764E-01
-2.3684E-06,-2.764385E-01
-2.3682E-06,-2.422257E-01
-2.3680E-06,-2.200879E-01
-2.3678E-06,-2.014721E-01
-2.3676E-06,-1.702781E-01
-2.3674E-06,-1.129212E-01
-2.3672E-06,-2.940166E-02
-2.3670E-06,6.870870E-02
-2.3668E-06,1.622909E-01
-2.3666E-06,2.322260E-01
-2.3664E-06,2.664388E-01
-2.3662E-06,2.634200E-01
-2.3660E-06,2.276978E-01
-2.3658E-06,1.703410E-01
-2.3656E-06,1.044309E-01
-2.3654E-06,4.204280E-02
-2.3652E-06,-6.760810E-03
-2.3650E-06,-3.694861E-02
-2.3648E-06,-4.902373E-02
-2.3646E-06,-4.952686E-02
-2.3644E-06,-4.751434E-02
-2.3642E-06,-5.204251E-02
-2.3640E-06,-6.663328E-02
-2.3638E-06,-9.128665E-02
-2.3636E-06,-1.214745E-01
-2.3634E-06,-1.526685E-01
-2.3632E-06,-1.808438E-01
-2.3630E-06,-2.054972E-01
-2.3628E-06,-2.256224E-01
-2.3626E-06,-2.407163E-01
-2.3624E-06,-2.512820E-01
-2.3622E-06,-2.583258E-01
-2.3620E-06,-2.598352E-01
-2.3618E-06,-2.522883E-01
-2.3616E-06,-2.246161E-01
-2.3614E-06,-1.647436E-01
-2.3612E-06,-6.462076E-02
-2.3610E-06,7.021809E-02
-2.3608E-06,2.126039E-01
-2.3606E-06,3.237956E-01
-2.3604E-06,3.650523E-01
-2.3602E-06,3.222862E-01
-2.3600E-06,2.136101E-01
-2.3598E-06,8.984015E-02
-2.3596E-06,9.339351E-03
-2.3594E-06,1.336439E-02
-2.3592E-06,1.029215E-01
-2.3590E-06,2.412823E-01
-2.3588E-06,3.720961E-01
-2.3586E-06,4.470625E-01
-2.3584E-06,4.500813E-01
-2.3582E-06,3.987620E-01
-2.3580E-06,3.283238E-01
-2.3578E-06,2.724763E-01
-2.3576E-06,2.417854E-01
