Time(s),CH1(V)
1.4215E-06,-2.903689E-01
1.4216E-06,-2.984190E-01
1.4217E-06,-2.903689E-01
1.4218E-06,-2.984190E-01
1.4219E-06,-2.984190E-01
1.4220E-06,-2.984190E-01
1.4221E-06,-2.903689E-01
1.4222E-06,-2.742687E-01
1.4223E-06,-2.581686E-01
1.4224E-06,-2.179182E-01
1.4225E-06,-1.776678E-01
1.4226E-06,-1.615676E-01
1.4227E-06,-1.535175E-01
1.4228E-06,-1.535175E-01
1.4229E-06,-1.454675E-01
1.4230E-06,-1.213172E-01
1.4231E-06,-8.911691E-02
1.4232E-06,-2.471626E-02
1.4233E-06,2.358422E-02
1.4234E-06,3.968438E-02
1.4235E-06,2.358422E-02
1.4236E-06,-8.616102E-03
1.4237E-06,-7.301675E-02
1.4238E-06,-1.293673E-01
1.4239E-06,-1.454675E-01
1.4240E-06,-1.293673E-01
1.4241E-06,-6.496666E-02
1.4242E-06,1.553414E-02
1.4243E-06,8.798486E-02
1.4244E-06,1.362853E-01
1.4245E-06,1.282353E-01
1.4246E-06,8.798486E-02
1.4247E-06,2.358422E-02
1.4248E-06,-2.471626E-02
1.4249E-06,-4.886650E-02
1.4250E-06,-4.886650E-02
1.4251E-06,-2.471626E-02
1.4252E-06,3.968438E-02
1.4253E-06,1.121351E-01
1.4254E-06,1.684857E-01
1.4255E-06,1.845858E-01
1.4256E-06,1.684857E-01
1.4257E-06,1.362853E-01
1.4258E-06,7.993478E-02
1.4259E-06,-8.616102E-03
1.4260E-06,-8.911691E-02
1.4261E-06,-1.615676E-01
1.4262E-06,-2.259683E-01
1.4263E-06,-2.581686E-01
1.4264E-06,-2.420684E-01
1.4265E-06,-1.696177E-01
1.4266E-06,-7.301675E-02
1.4267E-06,5.578454E-02
1.4268E-06,1.926359E-01
1.4269E-06,3.133871E-01
1.4270E-06,3.777878E-01
1.4271E-06,4.019380E-01
1.4272E-06,4.099881E-01
1.4273E-06,4.180382E-01
1.4274E-06,4.180382E-01
1.4275E-06,4.099881E-01
1.4276E-06,3.938879E-01
1.4277E-06,3.697377E-01
1.4278E-06,3.294873E-01
1.4279E-06,2.811868E-01
1.4280E-06,2.409364E-01
1.4281E-06,2.167861E-01
1.4282E-06,2.006860E-01
1.4283E-06,1.684857E-01
1.4284E-06,1.201852E-01
1.4285E-06,5.578454E-02
1.4286E-06,-1.666618E-02
1.4287E-06,-5.691658E-02
1.4288E-06,-8.106682E-02
1.4289E-06,-1.132671E-01
1.4290E-06,-1.535175E-01
1.4291E-06,-2.098681E-01
1.4292E-06,-2.420684E-01
1.4293E-06,-2.501185E-01
1.4294E-06,-2.501185E-01
1.4295E-06,-2.340184E-01
1.4296E-06,-2.018180E-01
1.4297E-06,-1.776678E-01
1.4298E-06,-1.696177E-01
1.4299E-06,-1.937679E-01
1.4300E-06,-2.179182E-01
1.4301E-06,-2.340184E-01
1.4302E-06,-2.581686E-01
1.4303E-06,-2.903689E-01
1.4304E-06,-2.984190E-01
1.4305E-06,-2.984190E-01
1.4306E-06,-2.984190E-01
1.4307E-06,-2.903689E-01
1.4308E-06,-2.742687E-01
1.4309E-06,-2.420684E-01
1.4310E-06,-1.776678E-01
1.4311E-06,-8.911691E-02
1.4312E-06,7.484059E-03
1.4313E-06,7.993478E-02
1.4314E-06,1.282353E-01
1.4315E-06,1.684857E-01
1.4316E-06,2.006860E-01
1.4317E-06,2.006860E-01
1.4318E-06,1.604356E-01
1.4319E-06,9.603494E-02
1.4320E-06,3.163430E-02
1.4321E-06,-3.276634E-02
1.4322E-06,-7.301675E-02
1.4323E-06,-8.911691E-02
1.4324E-06,-7.301675E-02
1.4325E-06,-4.886650E-02
1.4326E-06,-3.276634E-02
1.4327E-06,-8.616102E-03
1.4328E-06,1.553414E-02
1.4329E-06,3.968438E-02
1.4330E-06,4.773446E-02
1.4331E-06,3.968438E-02
1.4332E-06,2.358422E-02
1.4333E-06,1.553414E-02
1.4334E-06,-8.616102E-03
1.4335E-06,-6.496666E-02
1.4336E-06,-1.293673E-01
1.4337E-06,-1.857179E-01
1.4338E-06,-2.259683E-01
1.4339E-06,-2.581686E-01
1.4340E-06,-2.662187E-01
1.4341E-06,-2.742687E-01
1.4342E-06,-2.903689E-01
1.4343E-06,-3.064691E-01
1.4344E-06,-3.145192E-01
1.4345E-06,-3.064691E-01
1.4346E-06,-2.984190E-01
1.4347E-06,-2.903689E-01
1.4348E-06,-2.662187E-01
1.4349E-06,-2.340184E-01
1.4350E-06,-1.937679E-01
1.4351E-06,-1.615676E-01
1.4352E-06,-1.454675E-01
1.4353E-06,-1.374174E-01
1.4354E-06,-1.374174E-01
1.4355E-06,-1.454675E-01
1.4356E-06,-1.132671E-01
1.4357E-06,-4.886650E-02
1.4358E-06,-5.660213E-04
1.4359E-06,3.163430E-02
1.4360E-06,3.968438E-02
1.4361E-06,7.484059E-03
1.4362E-06,-6.496666E-02
1.4363E-06,-1.213172E-01
1.4364E-06,-1.535175E-01
1.4365E-06,-1.535175E-01
1.4366E-06,-1.052171E-01
1.4367E-06,-4.081642E-02
1.4368E-06,4.773446E-02
1.4369E-06,1.201852E-01
1.4370E-06,1.362853E-01
1.4371E-06,1.121351E-01
1.4372E-06,7.188470E-02
1.4373E-06,1.553414E-02
1.4374E-06,-3.276634E-02
1.4375E-06,-6.496666E-02
1.4376E-06,-6.496666E-02
1.4377E-06,-1.666618E-02
1.4378E-06,4.773446E-02
1.4379E-06,1.201852E-01
1.4380E-06,1.684857E-01
1.4381E-06,1.845858E-01
1.4382E-06,1.604356E-01
1.4383E-06,1.201852E-01
1.4384E-06,5.578454E-02
1.4385E-06,-1.666618E-02
1.4386E-06,-1.132671E-01
1.4387E-06,-2.018180E-01
1.4388E-06,-2.420684E-01
1.4389E-06,-2.420684E-01
1.4390E-06,-2.018180E-01
1.4391E-06,-1.293673E-01
1.4392E-06,-1.666618E-02
1.4393E-06,1.201852E-01
1.4394E-06,2.489865E-01
1.4395E-06,3.294873E-01
1.4396E-06,3.858378E-01
1.4397E-06,4.099881E-01
1.4398E-06,4.180382E-01
1.4399E-06,4.180382E-01
1.4400E-06,4.099881E-01
1.4401E-06,4.019380E-01
1.4402E-06,3.777878E-01
1.4403E-06,3.455874E-01
1.4404E-06,3.053370E-01
1.4405E-06,2.731367E-01
1.4406E-06,2.489865E-01
1.4407E-06,2.248362E-01
1.4408E-06,1.926359E-01
1.4409E-06,1.523855E-01
1.4410E-06,9.603494E-02
1.4411E-06,3.163430E-02
1.4412E-06,-1.666618E-02
1.4413E-06,-4.886650E-02
1.4414E-06,-8.911691E-02
1.4415E-06,-1.374174E-01
1.4416E-06,-1.857179E-01
1.4417E-06,-2.340184E-01
1.4418E-06,-2.581686E-01
1.4419E-06,-2.581686E-01
1.4420E-06,-2.501185E-01
1.4421E-06,-2.179182E-01
1.4422E-06,-1.937679E-01
1.4423E-06,-1.857179E-01
1.4424E-06,-1.857179E-01
1.4425E-06,-2.018180E-01
1.4426E-06,-2.259683E-01
1.4427E-06,-2.501185E-01
1.4428E-06,-2.742687E-01
1.4429E-06,-2.823188E-01
1.4430E-06,-2.903689E-01
1.4431E-06,-3.064691E-01
1.4432E-06,-3.145192E-01
1.4433E-06,-2.903689E-01
1.4434E-06,-2.501185E-01
1.4435E-06,-2.098681E-01
1.4436E-06,-1.293673E-01
1.4437E-06,-1.666618E-02
1.4438E-06,7.993478E-02
1.4439E-06,1.362853E-01
1.4440E-06,1.684857E-01
1.4441E-06,1.845858E-01
1.4442E-06,1.845858E-01
1.4443E-06,1.765357E-01
1.4444E-06,1.443354E-01
1.4445E-06,7.993478E-02
1.4446E-06,7.484059E-03
1.4447E-06,-4.886650E-02
1.4448E-06,-8.106682E-02
1.4449E-06,-9.716699E-02
1.4450E-06,-8.911691E-02
1.4451E-06,-7.301675E-02
1.4452E-06,-3.276634E-02
1.4453E-06,7.484059E-03
1.4454E-06,2.358422E-02
1.4455E-06,2.358422E-02
1.4456E-06,2.358422E-02
1.4457E-06,3.163430E-02
1.4458E-06,2.358422E-02
1.4459E-06,7.484059E-03
1.4460E-06,-3.276634E-02
1.4461E-06,-8.911691E-02
1.4462E-06,-1.454675E-01
1.4463E-06,-2.018180E-01
1.4464E-06,-2.420684E-01
1.4465E-06,-2.662187E-01
1.4466E-06,-2.742687E-01
1.4467E-06,-2.903689E-01
1.4468E-06,-2.984190E-01
1.4469E-06,-3.064691E-01
1.4470E-06,-3.064691E-01
1.4471E-06,-3.064691E-01
1.4472E-06,-2.984190E-01
1.4473E-06,-2.742687E-01
1.4474E-06,-2.340184E-01
1.4475E-06,-1.937679E-01
1.4476E-06,-1.615676E-01
1.4477E-06,-1.374174E-01
1.4478E-06,-1.454675E-01
1.4479E-06,-1.535175E-01
1.4480E-06,-1.454675E-01
1.4481E-06,-1.293673E-01
1.4482E-06,-8.911691E-02
1.4483E-06,-4.886650E-02
1.4484E-06,7.484059E-03
1.4485E-06,3.968438E-02
1.4486E-06,2.358422E-02
1.4487E-06,-3.276634E-02
1.4488E-06,-8.911691E-02
1.4489E-06,-1.293673E-01
1.4490E-06,-1.374174E-01
1.4491E-06,-1.132671E-01
1.4492E-06,-5.691658E-02
1.4493E-06,2.358422E-02
1.4494E-06,1.040850E-01
1.4495E-06,1.362853E-01
1.4496E-06,1.362853E-01
1.4497E-06,1.040850E-01
1.4498E-06,4.773446E-02
1.4499E-06,-8.616102E-03
1.4500E-06,-4.886650E-02
1.4501E-06,-4.081642E-02
1.4502E-06,-8.616102E-03
1.4503E-06,4.773446E-02
1.4504E-06,1.201852E-01
1.4505E-06,1.845858E-01
1.4506E-06,1.926359E-01
1.4507E-06,1.765357E-01
1.4508E-06,1.443354E-01
1.4509E-06,1.040850E-01
1.4510E-06,2.358422E-02
1.4511E-06,-8.106682E-02
1.4512E-06,-1.776678E-01
1.4513E-06,-2.340184E-01
1.4514E-06,-2.581686E-01
1.4515E-06,-2.340184E-01
1.4516E-06,-1.696177E-01
1.4517E-06,-6.496666E-02
1.4518E-06,6.383462E-02
1.4519E-06,1.845858E-01
1.4520E-06,2.892369E-01
1.4521E-06,3.616876E-01
1.4522E-06,3.938879E-01
1.4523E-06,3.938879E-01
1.4524E-06,4.099881E-01
1.4525E-06,4.180382E-01
1.4526E-06,4.180382E-01
1.4527E-06,3.938879E-01
1.4528E-06,3.616876E-01
1.4529E-06,3.375373E-01
1.4530E-06,2.892369E-01
1.4531E-06,2.489865E-01
1.4532E-06,2.248362E-01
1.4533E-06,2.087361E-01
1.4534E-06,1.845858E-01
1.4535E-06,1.282353E-01
1.4536E-06,7.188470E-02
1.4537E-06,7.484059E-03
1.4538E-06,-4.081642E-02
1.4539E-06,-8.106682E-02
1.4540E-06,-1.132671E-01
1.4541E-06,-1.374174E-01
1.4542E-06,-1.937679E-01
1.4543E-06,-2.501185E-01
1.4544E-06,-2.581686E-01
1.4545E-06,-2.420684E-01
1.4546E-06,-2.259683E-01
1.4547E-06,-2.098681E-01
1.4548E-06,-1.937679E-01
1.4549E-06,-1.857179E-01
1.4550E-06,-1.937679E-01
1.4551E-06,-2.259683E-01
1.4552E-06,-2.420684E-01
1.4553E-06,-2.581686E-01
1.4554E-06,-2.742687E-01
1.4555E-06,-2.903689E-01
1.4556E-06,-2.903689E-01
1.4557E-06,-2.823188E-01
1.4558E-06,-2.823188E-01
1.4559E-06,-2.662187E-01
1.4560E-06,-2.340184E-01
1.4561E-06,-1.776678E-01
1.4562E-06,-9.716699E-02
1.4563E-06,-1.666618E-02
1.4564E-06,7.188470E-02
1.4565E-06,1.282353E-01
1.4566E-06,1.684857E-01
1.4567E-06,1.845858E-01
1.4568E-06,1.845858E-01
1.4569E-06,1.604356E-01
1.4570E-06,1.121351E-01
1.4571E-06,4.773446E-02
1.4572E-06,-8.616102E-03
1.4573E-06,-4.886650E-02
1.4574E-06,-8.106682E-02
1.4575E-06,-9.716699E-02
1.4576E-06,-8.106682E-02
1.4577E-06,-4.081642E-02
1.4578E-06,-1.666618E-02
1.4579E-06,7.484059E-03
1.4580E-06,3.163430E-02
1.4581E-06,3.968438E-02
1.4582E-06,3.968438E-02
1.4583E-06,3.968438E-02
1.4584E-06,3.163430E-02
1.4585E-06,7.484059E-03
1.4586E-06,-3.276634E-02
1.4587E-06,-9.716699E-02
1.4588E-06,-1.535175E-01
1.4589E-06,-2.018180E-01
1.4590E-06,-2.420684E-01
1.4591E-06,-2.742687E-01
1.4592E-06,-2.823188E-01
1.4593E-06,-2.903689E-01
1.4594E-06,-2.984190E-01
1.4595E-06,-3.064691E-01
1.4596E-06,-2.984190E-01
1.4597E-06,-2.984190E-01
1.4598E-06,-2.984190E-01
1.4599E-06,-2.742687E-01
1.4600E-06,-2.340184E-01
1.4601E-06,-1.937679E-01
1.4602E-06,-1.535175E-01
1.4603E-06,-1.374174E-01
1.4604E-06,-1.374174E-01
1.4605E-06,-1.374174E-01
1.4606E-06,-1.374174E-01
1.4607E-06,-1.213172E-01
1.4608E-06,-7.301675E-02
1.4609E-06,-1.666618E-02
1.4610E-06,2.358422E-02
1.4611E-06,3.163430E-02
1.4612E-06,-5.660213E-04
1.4613E-06,-4.886650E-02
1.4614E-06,-9.716699E-02
1.4615E-06,-1.374174E-01
1.4616E-06,-1.374174E-01
1.4617E-06,-9.716699E-02
1.4618E-06,-3.276634E-02
1.4619E-06,4.773446E-02
1.4620E-06,1.201852E-01
1.4621E-06,1.604356E-01
1.4622E-06,1.282353E-01
1.4623E-06,7.188470E-02
1.4624E-06,1.553414E-02
1.4625E-06,-4.081642E-02
1.4626E-06,-7.301675E-02
1.4627E-06,-6.496666E-02
1.4628E-06,-2.471626E-02
1.4629E-06,5.578454E-02
1.4630E-06,1.362853E-01
1.4631E-06,1.765357E-01
1.4632E-06,1.926359E-01
1.4633E-06,1.765357E-01
1.4634E-06,1.282353E-01
1.4635E-06,5.578454E-02
1.4636E-06,-3.276634E-02
1.4637E-06,-1.213172E-01
1.4638E-06,-1.857179E-01
1.4639E-06,-2.259683E-01
1.4640E-06,-2.259683E-01
1.4641E-06,-1.937679E-01
1.4642E-06,-1.374174E-01
1.4643E-06,-3.276634E-02
1.4644E-06,1.040850E-01
1.4645E-06,2.489865E-01
1.4646E-06,3.455874E-01
1.4647E-06,3.777878E-01
1.4648E-06,4.019380E-01
1.4649E-06,4.180382E-01
1.4650E-06,4.260882E-01
1.4651E-06,4.180382E-01
1.4652E-06,4.019380E-01
1.4653E-06,3.777878E-01
1.4654E-06,3.455874E-01
1.4655E-06,2.972870E-01
1.4656E-06,2.650866E-01
1.4657E-06,2.409364E-01
1.4658E-06,2.167861E-01
1.4659E-06,1.845858E-01
1.4660E-06,1.443354E-01
1.4661E-06,9.603494E-02
1.4662E-06,2.358422E-02
1.4663E-06,-3.276634E-02
1.4664E-06,-6.496666E-02
1.4665E-06,-9.716699E-02
1.4666E-06,-1.454675E-01
1.4667E-06,-1.937679E-01
1.4668E-06,-2.259683E-01
1.4669E-06,-2.501185E-01
1.4670E-06,-2.662187E-01
1.4671E-06,-2.581686E-01
1.4672E-06,-2.259683E-01
1.4673E-06,-2.018180E-01
1.4674E-06,-1.857179E-01
1.4675E-06,-1.857179E-01
1.4676E-06,-2.018180E-01
1.4677E-06,-2.179182E-01
1.4678E-06,-2.501185E-01
1.4679E-06,-2.742687E-01
1.4680E-06,-2.903689E-01
1.4681E-06,-2.984190E-01
1.4682E-06,-3.145192E-01
1.4683E-06,-3.145192E-01
1.4684E-06,-2.903689E-01
1.4685E-06,-2.581686E-01
1.4686E-06,-2.179182E-01
1.4687E-06,-1.615676E-01
1.4688E-06,-6.496666E-02
1.4689E-06,3.968438E-02
1.4690E-06,1.040850E-01
1.4691E-06,1.523855E-01
1.4692E-06,1.926359E-01
1.4693E-06,2.006860E-01
1.4694E-06,1.765357E-01
1.4695E-06,1.282353E-01
1.4696E-06,7.993478E-02
1.4697E-06,1.553414E-02
1.4698E-06,-4.886650E-02
1.4699E-06,-8.106682E-02
1.4700E-06,-8.911691E-02
1.4701E-06,-8.911691E-02
1.4702E-06,-6.496666E-02
1.4703E-06,-3.276634E-02
1.4704E-06,-5.660213E-04
1.4705E-06,3.968438E-02
1.4706E-06,3.968438E-02
1.4707E-06,3.163430E-02
1.4708E-06,3.163430E-02
1.4709E-06,3.968438E-02
1.4710E-06,1.553414E-02
1.4711E-06,-2.471626E-02
1.4712E-06,-8.106682E-02
1.4713E-06,-1.374174E-01
1.4714E-06,-2.018180E-01
1.4715E-06,-2.501185E-01
1.4716E-06,-2.662187E-01
1.4717E-06,-2.662187E-01
1.4718E-06,-2.823188E-01
1.4719E-06,-2.984190E-01
1.4720E-06,-3.064691E-01
1.4721E-06,-3.064691E-01
1.4722E-06,-2.984190E-01
1.4723E-06,-2.903689E-01
1.4724E-06,-2.742687E-01
1.4725E-06,-2.501185E-01
1.4726E-06,-2.179182E-01
1.4727E-06,-1.857179E-01
1.4728E-06,-1.535175E-01
1.4729E-06,-1.374174E-01
1.4730E-06,-1.374174E-01
1.4731E-06,-1.374174E-01
1.4732E-06,-1.374174E-01
1.4733E-06,-1.052171E-01
1.4734E-06,-4.886650E-02
1.4735E-06,-5.660213E-04
1.4736E-06,2.358422E-02
1.4737E-06,2.358422E-02
1.4738E-06,-1.666618E-02
1.4739E-06,-7.301675E-02
1.4740E-06,-1.293673E-01
1.4741E-06,-1.535175E-01
1.4742E-06,-1.293673E-01
1.4743E-06,-8.106682E-02
1.4744E-06,7.484059E-03
1.4745E-06,9.603494E-02
1.4746E-06,1.362853E-01
1.4747E-06,1.443354E-01
1.4748E-06,1.121351E-01
1.4749E-06,6.383462E-02
1.4750E-06,-5.660213E-04
1.4751E-06,-4.886650E-02
1.4752E-06,-4.886650E-02
1.4753E-06,-1.666618E-02
1.4754E-06,3.968438E-02
1.4755E-06,9.603494E-02
1.4756E-06,1.604356E-01
1.4757E-06,1.845858E-01
1.4758E-06,1.765357E-01
1.4759E-06,1.443354E-01
1.4760E-06,1.040850E-01
1.4761E-06,3.968438E-02
1.4762E-06,-5.691658E-02
1.4763E-06,-1.615676E-01
1.4764E-06,-2.259683E-01
1.4765E-06,-2.420684E-01
1.4766E-06,-2.420684E-01
1.4767E-06,-1.857179E-01
1.4768E-06,-8.106682E-02
1.4769E-06,3.968438E-02
1.4770E-06,1.765357E-01
1.4771E-06,2.811868E-01
1.4772E-06,3.536375E-01
1.4773E-06,3.858378E-01
1.4774E-06,3.938879E-01
1.4775E-06,4.019380E-01
1.4776E-06,4.180382E-01
1.4777E-06,4.180382E-01
1.4778E-06,4.019380E-01
1.4779E-06,3.777878E-01
1.4780E-06,3.375373E-01
1.4781E-06,2.972870E-01
1.4782E-06,2.489865E-01
1.4783E-06,2.167861E-01
1.4784E-06,2.006860E-01
1.4785E-06,1.765357E-01
1.4786E-06,1.282353E-01
1.4787E-06,6.383462E-02
1.4788E-06,1.553414E-02
1.4789E-06,-2.471626E-02
1.4790E-06,-6.496666E-02
1.4791E-06,-1.052171E-01
1.4792E-06,-1.535175E-01
1.4793E-06,-1.937679E-01
1.4794E-06,-2.340184E-01
1.4795E-06,-2.581686E-01
1.4796E-06,-2.581686E-01
1.4797E-06,-2.340184E-01
1.4798E-06,-2.098681E-01
1.4799E-06,-1.937679E-01
1.4800E-06,-1.857179E-01
1.4801E-06,-1.857179E-01
1.4802E-06,-2.098681E-01
1.4803E-06,-2.340184E-01
1.4804E-06,-2.501185E-01
1.4805E-06,-2.581686E-01
1.4806E-06,-2.823188E-01
1.4807E-06,-3.064691E-01
1.4808E-06,-3.064691E-01
1.4809E-06,-2.984190E-01
1.4810E-06,-2.823188E-01
1.4811E-06,-2.420684E-01
1.4812E-06,-1.857179E-01
1.4813E-06,-9.716699E-02
1.4814E-06,-8.616102E-03
1.4815E-06,5.578454E-02
1.4816E-06,1.201852E-01
1.4817E-06,1.765357E-01
1.4818E-06,1.926359E-01
1.4819E-06,1.926359E-01
1.4820E-06,1.684857E-01
1.4821E-06,1.040850E-01
1.4822E-06,3.968438E-02
1.4823E-06,-8.616102E-03
1.4824E-06,-5.691658E-02
1.4825E-06,-8.106682E-02
1.4826E-06,-8.106682E-02
1.4827E-06,-5.691658E-02
1.4828E-06,-2.471626E-02
1.4829E-06,7.484059E-03
1.4830E-06,3.163430E-02
1.4831E-06,4.773446E-02
1.4832E-06,4.773446E-02
1.4833E-06,4.773446E-02
1.4834E-06,3.968438E-02
1.4835E-06,2.358422E-02
1.4836E-06,-5.660213E-04
1.4837E-06,-4.081642E-02
1.4838E-06,-9.716699E-02
1.4839E-06,-1.615676E-01
1.4840E-06,-2.098681E-01
1.4841E-06,-2.501185E-01
1.4842E-06,-2.662187E-01
1.4843E-06,-2.742687E-01
1.4844E-06,-2.823188E-01
1.4845E-06,-2.903689E-01
1.4846E-06,-2.984190E-01
1.4847E-06,-3.064691E-01
1.4848E-06,-3.064691E-01
1.4849E-06,-3.064691E-01
1.4850E-06,-2.823188E-01
1.4851E-06,-2.340184E-01
1.4852E-06,-1.857179E-01
1.4853E-06,-1.374174E-01
1.4854E-06,-1.293673E-01
1.4855E-06,-1.374174E-01
1.4856E-06,-1.374174E-01
1.4857E-06,-1.293673E-01
1.4858E-06,-1.052171E-01
1.4859E-06,-6.496666E-02
1.4860E-06,-8.616102E-03
1.4861E-06,3.968438E-02
1.4862E-06,4.773446E-02
1.4863E-06,1.553414E-02
1.4864E-06,-4.886650E-02
1.4865E-06,-1.052171E-01
1.4866E-06,-1.535175E-01
1.4867E-06,-1.615676E-01
1.4868E-06,-1.132671E-01
1.4869E-06,-2.471626E-02
1.4870E-06,6.383462E-02
1.4871E-06,1.282353E-01
1.4872E-06,1.523855E-01
1.4873E-06,1.201852E-01
1.4874E-06,7.188470E-02
1.4875E-06,2.358422E-02
1.4876E-06,-2.471626E-02
1.4877E-06,-4.886650E-02
1.4878E-06,-4.886650E-02
1.4879E-06,-5.660213E-04
1.4880E-06,5.578454E-02
1.4881E-06,1.201852E-01
1.4882E-06,1.604356E-01
1.4883E-06,1.765357E-01
1.4884E-06,1.604356E-01
1.4885E-06,1.282353E-01
1.4886E-06,6.383462E-02
1.4887E-06,-3.276634E-02
1.4888E-06,-1.213172E-01
1.4889E-06,-1.937679E-01
1.4890E-06,-2.420684E-01
1.4891E-06,-2.501185E-01
1.4892E-06,-2.098681E-01
1.4893E-06,-1.374174E-01
1.4894E-06,-3.276634E-02
1.4895E-06,9.603494E-02
1.4896E-06,2.167861E-01
1.4897E-06,3.214372E-01
1.4898E-06,3.858378E-01
1.4899E-06,4.099881E-01
1.4900E-06,4.180382E-01
1.4901E-06,4.180382E-01
1.4902E-06,4.099881E-01
1.4903E-06,4.019380E-01
1.4904E-06,3.858378E-01
1.4905E-06,3.616876E-01
1.4906E-06,3.133871E-01
1.4907E-06,2.650866E-01
1.4908E-06,2.409364E-01
1.4909E-06,2.248362E-01
1.4910E-06,2.087361E-01
1.4911E-06,1.604356E-01
1.4912E-06,1.040850E-01
1.4913E-06,4.773446E-02
1.4914E-06,-5.660213E-04
1.4915E-06,-4.886650E-02
1.4916E-06,-8.911691E-02
1.4917E-06,-1.293673E-01
1.4918E-06,-1.776678E-01
1.4919E-06,-2.179182E-01
1.4920E-06,-2.581686E-01
1.4921E-06,-2.742687E-01
1.4922E-06,-2.662187E-01
1.4923E-06,-2.259683E-01
1.4924E-06,-1.857179E-01
1.4925E-06,-1.696177E-01
1.4926E-06,-1.857179E-01
1.4927E-06,-2.018180E-01
1.4928E-06,-2.259683E-01
1.4929E-06,-2.420684E-01
1.4930E-06,-2.581686E-01
1.4931E-06,-2.823188E-01
1.4932E-06,-2.984190E-01
1.4933E-06,-2.903689E-01
1.4934E-06,-2.903689E-01
1.4935E-06,-2.823188E-01
1.4936E-06,-2.581686E-01
1.4937E-06,-2.098681E-01
1.4938E-06,-1.454675E-01
1.4939E-06,-6.496666E-02
1.4940E-06,3.968438E-02
1.4941E-06,1.121351E-01
